25C-L8R0,,
Time (min),Intensity (a.u.),
76.53735352,51.68950653,
76.55402374,52.03051758,
76.57068634,50.85647202,
76.58735657,51.61933136,
76.60401917,52.15782166,
76.62068939,52.16533661,
76.63735199,51.12375259,
76.65402222,52.99420929,
76.67068481,52.24998856,
76.68735504,51.96183395,
76.70401764,52.1152153,
76.72068787,50.20774841,
76.73735046,51.1989975,
76.75402069,52.01879501,
76.77068329,52.30662537,
76.78735352,52.33831406,
76.80402374,52.73433685,
76.82068634,50.43397522,
76.83735657,52.30583954,
76.85401917,52.07328796,
76.87068939,52.68008041,
76.88735199,52.78147125,
76.90402222,50.87991333,
76.92068481,50.84537125,
76.93735504,51.53194427,
76.95401764,51.48626709,
76.97068787,52.19846344,
76.98735046,51.6843338,
77.00402069,52.07481766,
77.02068329,51.34435654,
77.03735352,51.02399445,
77.05402374,52.65765381,
77.07068634,51.58399963,
77.08735657,50.16680145,
77.10401917,52.22835922,
77.12068939,52.15018845,
77.13735199,51.6723671,
77.15402222,52.40433121,
77.17068481,51.85032654,
77.18735504,51.60385513,
77.20401764,52.33970642,
77.22068787,53.32021332,
77.23735046,52.26010132,
77.25402069,51.08970261,
77.27068329,51.62866592,
77.28735352,52.57147217,
77.30402374,52.11281967,
77.32068634,51.62659836,
77.33735657,53.28567123,
77.35401917,52.81216049,
77.37068939,53.04965973,
77.38735199,50.70322418,
77.40402222,51.50267029,
77.42068481,51.94752121,
77.43735504,52.66062927,
77.45401764,53.01413727,
77.47068787,49.93759537,
77.48735046,51.60820389,
77.50402069,52.03668594,
77.52068329,51.84429932,
77.53735352,52.21069717,
77.55402374,51.33666992,
77.57068634,52.92899704,
77.58735657,51.82419586,
77.60401917,53.42372513,
77.62068939,52.25929642,
77.63735199,52.02495575,
77.65402222,51.84270477,
77.67068481,52.76473236,
77.68735504,53.0217247,
78.23118591,179.725235,
78.24784851,183.7057953,
78.26451874,191.296463,
78.28118134,197.1526489,
78.29785156,204.1163635,
78.31452179,208.7201996,
78.33118439,211.6909943,
78.34785461,219.2913055,
78.36451721,223.5254517,
78.38118744,225.681427,
78.39785004,233.8851318,
78.41452026,234.2512054,
78.43118286,237.9610291,
78.44785309,241.7517548,
78.46451569,244.2594147,
78.48118591,247.9912415,
78.49784851,252.19133,
78.51451874,251.0960388,
78.53118134,254.0618134,
78.54785156,257.8560181,
78.56452179,258.8948975,
78.58118439,265.1822815,
78.59785461,265.202179,
78.61451721,266.8803101,
78.63118744,271.3405457,
78.64785004,268.1172791,
78.66452026,274.7652893,
78.68118286,274.4337158,
78.69785309,277.4867859,
78.71451569,278.3793335,
78.73118591,283.0982666,
78.74784851,280.2850037,
78.76451874,281.7024841,
78.78118134,283.6733093,
78.79785156,287.6854858,
78.81452179,286.2539063,
78.83118439,287.9000549,
78.84785461,286.5385132,
78.86451721,291.3098145,
78.88118744,293.9090881,
78.89785004,291.3946228,
78.91452026,289.9648132,
78.93118286,289.2866821,
78.94785309,294.0124512,
78.96451569,295.7208557,
78.98118591,289.4619446,
78.99784851,291.3559875,
79.01451874,296.42453,
79.03118134,299.0172119,
79.04785156,295.2348633,
79.06452179,295.8591919,
79.08118439,301.5664978,
79.09785461,294.9422302,
79.11451721,301.0914612,
79.13118744,298.5345764,
79.14785004,301.8678284,
79.16452026,299.0029602,
79.18118286,302.4678955,
79.19785309,302.8370361,
79.21451569,301.0660095,
79.23118591,302.3003235,
79.24784851,306.2858276,
79.26451874,299.0792236,
